Date	Time	CedHt
2/11/20	21:45	12.15
2/11/20	22:00	12.13
2/11/20	22:15	12.11
2/11/20	22:30	12.09
2/11/20	22:45	12.08
2/11/20	23:00	12.06
2/11/20	23:15	12.05
2/11/20	23:30	12.04
2/11/20	23:45	12.03
2/12/20	0:00	12.02
2/12/20	0:15	12
2/12/20	0:30	11.99
2/12/20	0:45	11.98
2/12/20	1:00	11.97
2/12/20	1:15	11.96
2/12/20	1:30	11.95
2/12/20	1:45	11.94
2/12/20	2:00	11.92
2/12/20	2:15	11.91
2/12/20	2:30	11.9
2/12/20	2:45	11.88
2/12/20	3:00	11.86
2/12/20	3:15	11.82
2/12/20	3:30	11.8
2/12/20	3:45	11.77
2/12/20	4:00	11.74
2/12/20	4:15	11.73
2/12/20	4:30	11.58
2/12/20	4:45	11.52
2/12/20	5:00	11.9
2/12/20	5:15	11.84
2/12/20	5:30	11.78
2/12/20	5:45	11.75
2/12/20	6:00	11.73
2/12/20	6:15	11.71
2/12/20	6:30	11.7
2/12/20	6:45	11.69
2/12/20	7:00	11.67
2/12/20	7:15	11.66
2/12/20	7:30	11.64
2/12/20	7:45	11.63
2/12/20	8:00	11.62
2/12/20	8:15	11.61
2/12/20	8:30	11.6
2/12/20	8:45	11.59
2/12/20	9:00	11.58
2/12/20	9:15	11.56
2/12/20	9:30	11.55
2/12/20	9:45	11.55
2/12/20	10:00	11.55
2/12/20	10:15	11.54
2/12/20	10:30	11.53
2/12/20	10:45	11.52
2/12/20	11:00	11.5
2/12/20	11:15	11.49
2/12/20	11:30	11.48
2/12/20	11:45	11.47
2/12/20	12:00	11.46
2/12/20	12:15	11.45
2/12/20	12:30	11.44
2/12/20	12:45	11.43
2/12/20	13:00	11.43
2/12/20	13:15	11.44
2/12/20	13:30	11.44
2/12/20	13:45	11.44
2/12/20	14:00	11.42
2/12/20	14:15	11.4
2/12/20	14:30	11.39
2/12/20	14:45	11.38
2/12/20	15:00	11.38
2/12/20	15:15	11.37
2/12/20	15:30	11.36
2/12/20	15:45	11.35
2/12/20	16:00	11.35
2/12/20	16:15	11.34
2/12/20	16:30	11.34
2/12/20	16:45	11.32
2/12/20	17:00	11.31
2/12/20	17:15	11.3
2/12/20	17:30	11.3
2/12/20	17:45	11.31
2/12/20	18:00	11.29
2/12/20	18:15	11.28
2/12/20	18:30	11.27
2/12/20	18:45	11.27
2/12/20	19:00	11.26
2/12/20	19:15	11.25
2/12/20	19:30	11.24
2/12/20	19:45	11.23
2/12/20	20:00	11.22
2/12/20	20:15	11.22
2/12/20	20:30	11.2
2/12/20	20:45	11.2
2/12/20	21:00	11.19
2/12/20	21:15	11.19
2/12/20	21:30	11.18
2/12/20	21:45	11.17
2/12/20	22:00	11.16
2/12/20	22:15	11.15
2/12/20	22:30	11.14
2/12/20	22:45	11.14
2/12/20	23:00	11.13
2/12/20	23:15	11.12
2/12/20	23:30	11.11
2/12/20	23:45	11.11
2/13/20	0:00	11.09
2/13/20	0:15	11.09
2/13/20	0:30	11.08
2/13/20	0:45	11.07
2/13/20	1:00	11.07
2/13/20	1:15	11.06
2/13/20	1:30	11.05
2/13/20	1:45	11.05
2/13/20	2:00	11.04
2/13/20	2:15	11.03
2/13/20	2:30	11.03
2/13/20	2:45	11.02
2/13/20	3:00	11.01
2/13/20	3:15	11
2/13/20	3:30	11
2/13/20	3:45	10.99
2/13/20	4:00	10.98
2/13/20	4:15	10.98
2/13/20	4:30	10.97
2/13/20	4:45	10.96
2/13/20	5:00	10.96
2/13/20	5:15	10.95
2/13/20	5:30	10.94
2/13/20	5:45	10.94
2/13/20	6:00	10.93
2/13/20	6:15	10.93
2/13/20	6:30	10.92
2/13/20	6:45	10.92
2/13/20	7:00	10.91
2/13/20	7:15	10.91
2/13/20	7:30	10.9
2/13/20	7:45	10.9
2/13/20	8:00	10.89
2/13/20	8:15	10.89
2/13/20	8:30	10.89
2/13/20	8:45	10.89
2/13/20	9:00	10.88
2/13/20	9:15	10.88
2/13/20	9:30	10.87
2/13/20	9:45	10.86
2/13/20	10:00	10.86
2/13/20	10:15	10.86
2/13/20	10:30	10.85
2/13/20	10:45	10.85
2/13/20	11:00	10.85
2/13/20	11:15	10.85
2/13/20	11:30	10.85
2/13/20	11:45	10.84
2/13/20	12:00	10.84
2/13/20	12:15	10.84
2/13/20	12:30	10.85
2/13/20	12:45	10.86
2/13/20	13:00	10.86
2/13/20	13:15	10.86
2/13/20	13:30	10.86
2/13/20	13:45	10.86
2/13/20	14:00	10.86
2/13/20	14:15	10.86
2/13/20	14:30	10.86
2/13/20	14:45	10.86
2/13/20	15:00	10.87
2/13/20	15:15	10.87
2/13/20	15:30	10.87
2/13/20	15:45	10.87
2/13/20	16:00	10.87
2/13/20	16:15	10.87
2/13/20	16:30	10.87
2/13/20	16:45	10.87
2/13/20	17:00	10.88
2/13/20	17:15	10.87
2/13/20	17:30	10.87
2/13/20	17:45	10.87
2/13/20	18:00	10.87
2/13/20	18:15	10.88
2/13/20	18:30	10.88
2/13/20	18:45	10.87
2/13/20	19:00	10.87
2/13/20	19:15	10.87
2/13/20	19:30	10.87
2/13/20	19:45	10.87
2/13/20	20:00	10.87
2/13/20	20:15	10.87
2/13/20	20:30	10.87
2/13/20	20:45	10.87
2/13/20	21:00	10.87
2/13/20	21:15	10.87
2/13/20	21:30	10.86
2/13/20	21:45	10.86
2/13/20	22:00	10.86
2/13/20	22:15	10.86
2/13/20	22:30	10.86
2/13/20	22:45	10.86
2/13/20	23:00	10.86
2/13/20	23:15	10.86
2/13/20	23:30	10.86
2/13/20	23:45	10.85
2/14/20	0:00	10.86
2/14/20	0:15	10.85
2/14/20	0:30	10.85
2/14/20	0:45	10.85
2/14/20	1:00	10.85
2/14/20	1:15	10.85
2/14/20	1:30	10.85
2/14/20	1:45	10.85
2/14/20	2:00	10.85
2/14/20	2:15	10.85
2/14/20	2:30	10.85
2/14/20	2:45	10.84
2/14/20	3:00	10.85
2/14/20	3:15	10.84
2/14/20	3:30	10.84
2/14/20	3:45	10.84
2/14/20	4:00	10.83
2/14/20	4:15	10.84
2/14/20	4:30	10.83
2/14/20	4:45	10.83
2/14/20	5:00	10.84
2/14/20	5:15	10.83
2/14/20	5:30	10.83
2/14/20	5:45	10.83
2/14/20	6:00	10.83
2/14/20	6:15	10.83
2/14/20	6:30	10.83
2/14/20	6:45	10.83
2/14/20	7:00	10.82
2/14/20	7:15	10.83
2/14/20	7:30	10.83
2/14/20	7:45	10.82
2/14/20	8:00	10.83
2/14/20	8:15	10.82
2/14/20	8:30	10.82
2/14/20	8:45	10.82
2/14/20	9:00	10.82
2/14/20	9:15	10.82
2/14/20	9:30	10.82
2/14/20	9:45	10.82
2/14/20	10:00	10.82
2/14/20	10:15	10.82
2/14/20	10:30	10.81
2/14/20	10:45	10.81
2/14/20	11:00	10.81
2/14/20	11:15	10.81
2/14/20	11:30	10.81
2/14/20	11:45	10.81
2/14/20	12:00	10.81
2/14/20	12:15	10.81
2/14/20	12:30	10.81
2/14/20	12:45	10.81
2/14/20	13:00	10.8
2/14/20	13:15	10.8
2/14/20	13:30	10.8
2/14/20	13:45	10.81
2/14/20	14:00	10.81
2/14/20	14:15	10.81
2/14/20	14:30	10.8
2/14/20	14:45	10.8
2/14/20	15:00	10.8
2/14/20	15:15	10.8
2/14/20	15:30	10.8
2/14/20	15:45	10.8
2/14/20	16:00	10.79
2/14/20	16:15	10.8
2/14/20	16:30	10.8
2/14/20	16:45	10.8
2/14/20	17:00	10.79
2/14/20	17:15	10.79
2/14/20	17:30	10.79
2/14/20	17:45	10.79
2/14/20	18:00	10.78
2/14/20	18:15	10.78
2/14/20	18:30	10.78
2/14/20	18:45	10.78
2/14/20	19:00	10.78
2/14/20	19:15	10.78
2/14/20	19:30	10.77
2/14/20	19:45	10.77
2/14/20	20:00	10.77
2/14/20	20:15	10.77
2/14/20	20:30	10.77
2/14/20	20:45	10.76
2/14/20	21:00	10.76
2/14/20	21:15	10.76
2/14/20	21:30	10.76
2/14/20	21:45	10.76
2/14/20	22:00	10.75
2/14/20	22:15	10.75
2/14/20	22:30	10.75
2/14/20	22:45	10.75
2/14/20	23:00	10.75
2/14/20	23:15	10.75
2/14/20	23:30	10.74
2/14/20	23:45	10.74
2/15/20	0:00	10.74
2/15/20	0:15	10.74
2/15/20	0:30	10.74
2/15/20	0:45	10.73
2/15/20	1:00	10.73
2/15/20	1:15	10.73
2/15/20	1:30	10.73
2/15/20	1:45	10.73
2/15/20	2:00	10.73
2/15/20	2:15	10.73
2/15/20	2:30	10.72
2/15/20	2:45	10.72
2/15/20	3:00	10.72
2/15/20	3:15	10.72
2/15/20	3:30	10.72
2/15/20	3:45	10.72
2/15/20	4:00	10.71
2/15/20	4:15	10.71
2/15/20	4:30	10.71
2/15/20	4:45	10.71
2/15/20	5:00	10.7
2/15/20	5:15	10.7
2/15/20	5:30	10.7
2/15/20	5:45	10.7
2/15/20	6:00	10.7
2/15/20	6:15	10.69
2/15/20	6:30	10.7
2/15/20	6:45	10.69
2/15/20	7:00	10.69
2/15/20	7:15	10.68
2/15/20	7:30	10.68
2/15/20	7:45	10.68
2/15/20	8:00	10.68
2/15/20	8:15	10.68
2/15/20	8:30	10.67
2/15/20	8:45	10.66
2/15/20	9:00	10.66
2/15/20	9:15	10.66
2/15/20	9:30	10.65
2/15/20	9:45	10.66
2/15/20	10:00	10.65
2/15/20	10:15	10.65
2/15/20	10:30	10.64
2/15/20	10:45	10.64
2/15/20	11:00	10.64
2/15/20	11:15	10.64
2/15/20	11:30	10.64
2/15/20	11:45	10.63
2/15/20	12:00	10.63
2/15/20	12:15	10.62
2/15/20	12:30	10.62
2/15/20	12:45	10.62
2/15/20	13:00	10.61
2/15/20	13:15	10.61
2/15/20	13:30	10.61
2/15/20	13:45	10.61
2/15/20	14:00	10.61
2/15/20	14:15	10.61
2/15/20	14:30	10.6
2/15/20	14:45	10.61
2/15/20	15:00	10.61
2/15/20	15:15	10.6
2/15/20	15:30	10.6
2/15/20	15:45	10.6
2/15/20	16:00	10.6
2/15/20	16:15	10.6
2/15/20	16:30	10.6
2/15/20	16:45	10.6
2/15/20	17:00	10.6
2/15/20	17:15	10.6
2/15/20	17:30	10.6
2/15/20	17:45	10.6
2/15/20	18:00	10.6
2/15/20	18:15	10.6
2/15/20	18:30	10.6
2/15/20	18:45	10.6
2/15/20	19:00	10.6
2/15/20	19:15	10.59
2/15/20	19:30	10.59
2/15/20	19:45	10.59
2/15/20	20:00	10.59
2/15/20	20:15	10.59
2/15/20	20:30	10.59
2/15/20	20:45	10.59
2/15/20	21:00	10.59
2/15/20	21:15	10.59
2/15/20	21:30	10.59
2/15/20	21:45	10.59
2/15/20	22:00	10.59
2/15/20	22:15	10.59
2/15/20	22:30	10.59
2/15/20	22:45	10.59
2/15/20	23:00	10.59
2/15/20	23:15	10.59
2/15/20	23:30	10.59
2/15/20	23:45	10.59
2/16/20	0:00	10.59
2/16/20	0:15	10.58
2/16/20	0:30	10.58
2/16/20	0:45	10.58
2/16/20	1:00	10.58
2/16/20	1:15	10.58
2/16/20	1:30	10.58
2/16/20	1:45	10.58
2/16/20	2:00	10.58
2/16/20	2:15	10.58
2/16/20	2:30	10.58
2/16/20	2:45	10.58
2/16/20	3:00	10.58
2/16/20	3:15	10.58
2/16/20	3:30	10.57
2/16/20	3:45	10.58
2/16/20	4:00	10.57
2/16/20	4:15	10.57
2/16/20	4:30	10.57
2/16/20	4:45	10.56
2/16/20	5:00	10.56
2/16/20	5:15	10.56
2/16/20	5:30	10.56
2/16/20	5:45	10.56
2/16/20	6:00	10.56
2/16/20	6:15	10.55
2/16/20	6:30	10.55
2/16/20	6:45	10.54
2/16/20	7:00	10.54
2/16/20	7:15	10.54
2/16/20	7:30	10.53
2/16/20	7:45	10.53
2/16/20	8:00	10.53
2/16/20	8:15	10.53
2/16/20	8:30	10.52
2/16/20	8:45	10.52
2/16/20	9:00	10.51
2/16/20	9:15	10.5
2/16/20	9:30	10.5
2/16/20	9:45	10.5
2/16/20	10:00	10.49
2/16/20	10:15	10.49
2/16/20	10:30	10.48
2/16/20	10:45	10.48
2/16/20	11:00	10.48
2/16/20	11:15	10.47
2/16/20	11:30	10.47
2/16/20	11:45	10.46
2/16/20	12:00	10.46
2/16/20	12:15	10.46
2/16/20	12:30	10.45
2/16/20	12:45	10.45
2/16/20	13:00	10.45
2/16/20	13:15	10.45
2/16/20	13:30	10.45
2/16/20	13:45	10.45
2/16/20	14:00	10.45
2/16/20	14:15	10.45
2/16/20	14:30	10.45
2/16/20	14:45	10.45
2/16/20	15:00	10.45
2/16/20	15:15	10.45
2/16/20	15:30	10.45
2/16/20	15:45	10.44
2/16/20	16:00	10.44
2/16/20	16:15	10.44
2/16/20	16:30	10.44
2/16/20	16:45	10.43
2/16/20	17:00	10.43
2/16/20	17:15	10.43
2/16/20	17:30	10.43
2/16/20	17:45	10.43
2/16/20	18:00	10.42
2/16/20	18:15	10.42
2/16/20	18:30	10.42
2/16/20	18:45	10.42
2/16/20	19:00	10.42
2/16/20	19:15	10.41
2/16/20	19:30	10.41
2/16/20	19:45	10.41
2/16/20	20:00	10.41
2/16/20	20:15	10.41
2/16/20	20:30	10.41
2/16/20	20:45	10.4
2/16/20	21:00	10.4
2/16/20	21:15	10.4
2/16/20	21:30	10.4
2/16/20	21:45	10.39
2/16/20	22:00	10.39
2/16/20	22:15	10.39
2/16/20	22:30	10.39
2/16/20	22:45	10.38
2/16/20	23:00	10.38
2/16/20	23:15	10.38
2/16/20	23:30	10.38
2/16/20	23:45	10.38
2/17/20	0:00	10.37
2/17/20	0:15	10.37
2/17/20	0:30	10.37
2/17/20	0:45	10.36
2/17/20	1:00	10.36
2/17/20	1:15	10.36
2/17/20	1:30	10.36
2/17/20	1:45	10.36
2/17/20	2:00	10.35
2/17/20	2:15	10.35
2/17/20	2:30	10.35
2/17/20	2:45	10.34
2/17/20	3:00	10.34
2/17/20	3:15	10.34
2/17/20	3:30	10.34
2/17/20	3:45	10.33
2/17/20	4:00	10.34
2/17/20	4:15	10.33
2/17/20	4:30	10.32
2/17/20	4:45	10.32
2/17/20	5:00	10.32
2/17/20	5:15	10.32
2/17/20	5:30	10.32
2/17/20	5:45	10.32
2/17/20	6:00	10.31
2/17/20	6:15	10.31
2/17/20	6:30	10.31
2/17/20	6:45	10.3
2/17/20	7:00	10.3
2/17/20	7:15	10.3
2/17/20	7:30	10.29
2/17/20	7:45	10.29
2/17/20	8:00	10.28
2/17/20	8:15	10.28
2/17/20	8:30	10.28
2/17/20	8:45	10.28
2/17/20	9:00	10.28
2/17/20	9:15	10.27
2/17/20	9:30	10.27
2/17/20	9:45	10.27
2/17/20	10:00	10.26
2/17/20	10:15	10.26
2/17/20	10:30	10.25
2/17/20	10:45	10.25
2/17/20	11:00	10.25
2/17/20	11:15	10.25
2/17/20	11:30	10.24
2/17/20	11:45	10.24
2/17/20	12:00	10.23
2/17/20	12:15	10.23
2/17/20	12:30	10.23
2/17/20	12:45	10.22
2/17/20	13:00	10.22
2/17/20	13:15	10.21
2/17/20	13:30	10.21
2/17/20	13:45	10.21
2/17/20	14:00	10.2
2/17/20	14:15	10.2
2/17/20	14:30	10.19
2/17/20	14:45	10.19
2/17/20	15:00	10.19
2/17/20	15:15	10.18
2/17/20	15:30	10.18
2/17/20	15:45	10.17
2/17/20	16:00	10.18
2/17/20	16:15	10.17
2/17/20	16:30	10.16
2/17/20	16:45	10.16
2/17/20	17:00	10.16
2/17/20	17:15	10.15
2/17/20	17:30	10.15
2/17/20	17:45	10.14
2/17/20	18:00	10.13
2/17/20	18:15	10.13
2/17/20	18:30	10.12
2/17/20	18:45	10.11
2/17/20	19:00	10.11
2/17/20	19:15	10.1
2/17/20	19:30	10.1
2/17/20	19:45	10.09
2/17/20	20:00	10.08
2/17/20	20:15	10.08
2/17/20	20:30	10.07
2/17/20	20:45	10.06
2/17/20	21:00	10.05
2/17/20	21:15	10.04
2/17/20	21:30	10.03
2/17/20	21:45	10.02
2/17/20	22:00	10.02
2/17/20	22:15	10.01
2/17/20	22:30	10
2/17/20	22:45	9.99
2/17/20	23:00	9.98
2/17/20	23:15	9.97
2/17/20	23:30	9.96
2/17/20	23:45	9.95
2/18/20	0:00	9.94
2/18/20	0:15	9.93
2/18/20	0:30	9.92
2/18/20	0:45	9.91
2/18/20	1:00	9.9
2/18/20	1:15	9.89
2/18/20	1:30	9.88
2/18/20	1:45	9.86
2/18/20	2:00	9.86
2/18/20	2:15	9.84
2/18/20	2:30	9.83
2/18/20	2:45	9.82
2/18/20	3:00	9.81
2/18/20	3:15	9.8
2/18/20	3:30	9.79
2/18/20	3:45	9.78
2/18/20	4:00	9.76
2/18/20	4:15	9.75
2/18/20	4:30	9.74
2/18/20	4:45	9.73
2/18/20	5:00	9.72
2/18/20	5:15	9.7
2/18/20	5:30	9.69
2/18/20	5:45	9.68
2/18/20	6:00	9.67
2/18/20	6:15	9.66
2/18/20	6:30	9.65
2/18/20	6:45	9.63
2/18/20	7:00	9.62
2/18/20	7:15	9.61
2/18/20	7:30	9.6
2/18/20	7:45	9.59
2/18/20	8:00	9.58
2/18/20	8:15	9.56
2/18/20	8:30	9.55
2/18/20	8:45	9.54
2/18/20	9:00	9.53
2/18/20	9:15	9.52
2/18/20	9:30	9.51
2/18/20	9:45	9.5
2/18/20	10:00	9.49
2/18/20	10:15	9.48
2/18/20	10:30	9.46
2/18/20	10:45	9.46
2/18/20	11:00	9.45
2/18/20	11:15	9.44
2/18/20	11:30	9.43
2/18/20	11:45	9.42
2/18/20	12:00	9.41
2/18/20	12:15	9.4
2/18/20	12:30	9.4
2/18/20	12:45	9.38
2/18/20	13:00	9.37
2/18/20	13:15	9.37
2/18/20	13:30	9.36
2/18/20	13:45	9.35
2/18/20	14:00	9.34
2/18/20	14:15	9.34
2/18/20	14:30	9.33
2/18/20	14:45	9.32
2/18/20	15:00	9.31
2/18/20	15:15	9.3
2/18/20	15:30	9.29
2/18/20	15:45	9.28
2/18/20	16:00	9.28
2/18/20	16:15	9.27
2/18/20	16:30	9.26
2/18/20	16:45	9.25
2/18/20	17:00	9.24
2/18/20	17:15	9.24
2/18/20	17:30	9.23
2/18/20	17:45	9.22
2/18/20	18:00	9.21
2/18/20	18:15	9.2
2/18/20	18:30	9.2
2/18/20	18:45	9.18
2/18/20	19:00	9.18
2/18/20	19:15	9.17
2/18/20	19:30	9.16
2/18/20	19:45	9.16
2/18/20	20:00	9.15
2/18/20	20:15	9.14
2/18/20	20:30	9.13
2/18/20	20:45	9.12
2/18/20	21:00	9.12
2/18/20	21:15	9.11
2/18/20	21:30	9.1
2/18/20	21:45	9.09
2/18/20	22:00	9.08
2/18/20	22:15	9.08
2/18/20	22:30	9.07
2/18/20	22:45	9.07
2/18/20	23:00	9.08
2/18/20	23:15	9.07
2/18/20	23:30	9.07
2/18/20	23:45	9.06
2/19/20	0:00	9.06
2/19/20	0:15	9.05
2/19/20	0:30	9.04
2/19/20	0:45	9.03
2/19/20	1:00	9.03
2/19/20	1:15	9.02
2/19/20	1:30	9.01
2/19/20	1:45	9.01
2/19/20	2:00	9
2/19/20	2:15	9
2/19/20	2:30	8.99
2/19/20	2:45	8.98
2/19/20	3:00	8.98
2/19/20	3:15	8.97
2/19/20	3:30	8.96
2/19/20	3:45	8.96
2/19/20	4:00	8.95
2/19/20	4:15	8.95
2/19/20	4:30	8.94
2/19/20	4:45	8.94
2/19/20	5:00	8.93
2/19/20	5:15	8.93
2/19/20	5:30	8.92
2/19/20	5:45	8.92
2/19/20	6:00	8.91
2/19/20	6:15	8.91
2/19/20	6:30	8.91
2/19/20	6:45	8.9
2/19/20	7:00	8.9
2/19/20	7:15	8.9
2/19/20	7:30	8.89
2/19/20	7:45	8.89
2/19/20	8:00	8.88
2/19/20	8:15	8.88
2/19/20	8:30	8.88
2/19/20	8:45	8.87
2/19/20	9:00	8.87
2/19/20	9:15	8.87
2/19/20	9:30	8.87
2/19/20	9:45	8.86
2/19/20	10:00	8.86
2/19/20	10:15	8.86
2/19/20	10:30	8.86
2/19/20	10:45	8.85
2/19/20	11:00	8.85
2/19/20	11:15	8.85
2/19/20	11:30	8.85
2/19/20	11:45	8.85
2/19/20	12:00	8.85
2/19/20	12:15	8.84
2/19/20	12:30	8.84
2/19/20	12:45	8.84
2/19/20	13:00	8.84
2/19/20	13:15	8.84
2/19/20	13:30	8.84
2/19/20	13:45	8.84
2/19/20	14:00	8.83
2/19/20	14:15	8.84
2/19/20	14:30	8.83
2/19/20	14:45	8.84
2/19/20	15:00	8.84
2/19/20	15:15	8.84
2/19/20	15:30	8.83
2/19/20	15:45	8.83
2/19/20	16:00	8.83
2/19/20	16:15	8.83
2/19/20	16:30	8.84
2/19/20	16:45	8.83
2/19/20	17:00	8.84
2/19/20	17:15	8.84
2/19/20	17:30	8.83
2/19/20	17:45	8.83
2/19/20	18:00	8.83
2/19/20	18:15	8.83
2/19/20	18:30	8.83
2/19/20	18:45	8.83
2/19/20	19:00	8.83
2/19/20	19:15	8.84
2/19/20	19:30	8.83
2/19/20	19:45	8.83
2/19/20	20:00	8.83
2/19/20	20:15	8.83
2/19/20	20:30	8.83
2/19/20	20:45	8.83
2/19/20	21:00	8.83
2/19/20	21:15	8.83
2/19/20	21:30	8.83
2/19/20	21:45	8.83
2/19/20	22:00	8.82
2/19/20	22:15	8.82
2/19/20	22:30	8.82
2/19/20	22:45	8.82
2/19/20	23:00	8.82
2/19/20	23:15	8.81
2/19/20	23:30	8.81
2/19/20	23:45	8.81
2/20/20	0:00	8.81
2/20/20	0:15	8.8
2/20/20	0:30	8.8
2/20/20	0:45	8.8
2/20/20	1:00	8.79
2/20/20	1:15	8.79
2/20/20	1:30	8.79
2/20/20	1:45	8.78
2/20/20	2:00	8.78
2/20/20	2:15	8.78
2/20/20	2:30	8.77
2/20/20	2:45	8.77
2/20/20	3:00	8.77
2/20/20	3:15	8.76
2/20/20	3:30	8.76
2/20/20	3:45	8.75
2/20/20	4:00	8.75
2/20/20	4:15	8.75
2/20/20	4:30	8.74
2/20/20	4:45	8.74
2/20/20	5:00	8.73
2/20/20	5:15	8.73
2/20/20	5:30	8.73
2/20/20	5:45	8.72
2/20/20	6:00	8.72
2/20/20	6:15	8.72
2/20/20	6:30	8.71
2/20/20	6:45	8.7
2/20/20	7:00	8.7
2/20/20	7:15	8.7
2/20/20	7:30	8.69
2/20/20	7:45	8.69
2/20/20	8:00	8.68
2/20/20	8:15	8.68
2/20/20	8:30	8.68
2/20/20	8:45	8.67
2/20/20	9:00	8.67
2/20/20	9:15	8.67
2/20/20	9:30	8.66
2/20/20	9:45	8.66
2/20/20	10:00	8.65
2/20/20	10:15	8.65
2/20/20	10:30	8.65
2/20/20	10:45	8.65
2/20/20	11:00	8.64
2/20/20	11:15	8.64
2/20/20	11:30	8.64
2/20/20	11:45	8.63
2/20/20	12:00	8.63
2/20/20	12:15	8.63
2/20/20	12:30	8.63
2/20/20	12:45	8.62
2/20/20	13:00	8.62
2/20/20	13:15	8.62
2/20/20	13:30	8.62
2/20/20	13:45	8.61
2/20/20	14:00	8.62
2/20/20	14:15	8.62
2/20/20	14:30	8.62
2/20/20	14:45	8.62
2/20/20	15:00	8.62
2/20/20	15:15	8.62
2/20/20	15:30	8.62
2/20/20	15:45	8.62
2/20/20	16:00	8.61
2/20/20	16:15	8.62
2/20/20	16:30	8.62
2/20/20	16:45	8.61
2/20/20	17:00	8.61
2/20/20	17:15	8.61
2/20/20	17:30	8.61
2/20/20	17:45	8.61
2/20/20	18:00	8.62
2/20/20	18:15	8.62
2/20/20	18:30	8.61
2/20/20	18:45	8.62
2/20/20	19:00	8.62
2/20/20	19:15	8.62
2/20/20	19:30	8.62
2/20/20	19:45	8.62
2/20/20	20:00	8.62
2/20/20	20:15	8.62
2/20/20	20:30	8.61
2/20/20	20:45	8.62
2/20/20	21:00	8.61
2/20/20	21:15	8.61
2/20/20	21:30	8.61
2/20/20	21:45	8.61
2/20/20	22:00	8.61
2/20/20	22:15	8.61
2/20/20	22:30	8.6
2/20/20	22:45	8.6
2/20/20	23:00	8.6
2/20/20	23:15	8.6
2/20/20	23:30	8.6
2/20/20	23:45	8.59
2/21/20	0:00	8.59
2/21/20	0:15	8.59
2/21/20	0:30	8.59
2/21/20	0:45	8.59
2/21/20	1:00	8.59
2/21/20	1:15	8.59
2/21/20	1:30	8.59
2/21/20	1:45	8.58
2/21/20	2:00	8.58
2/21/20	2:15	8.58
2/21/20	2:30	8.58
2/21/20	2:45	8.58
2/21/20	3:00	8.58
2/21/20	3:15	8.58
2/21/20	3:30	8.58
2/21/20	3:45	8.58
2/21/20	4:00	8.58
2/21/20	4:15	8.58
2/21/20	4:30	8.59
2/21/20	4:45	8.59
2/21/20	5:00	8.59
2/21/20	5:15	8.59
2/21/20	5:30	8.59
2/21/20	5:45	8.59
2/21/20	6:00	8.6
2/21/20	6:15	8.6
2/21/20	6:30	8.6
2/21/20	6:45	8.61
2/21/20	7:00	8.61
2/21/20	7:15	8.62
2/21/20	7:30	8.62
2/21/20	7:45	8.62
2/21/20	8:00	8.63
2/21/20	8:15	8.63
2/21/20	8:30	8.64
2/21/20	8:45	8.64
2/21/20	9:00	8.64
2/21/20	9:15	8.65
2/21/20	9:30	8.65
2/21/20	9:45	8.66
2/21/20	10:00	8.67
2/21/20	10:15	8.66
2/21/20	10:30	8.67
2/21/20	10:45	8.69
2/21/20	11:00	8.7
2/21/20	11:15	8.7
2/21/20	11:30	8.71
2/21/20	11:45	8.72
2/21/20	12:00	8.73
2/21/20	12:15	8.73
2/21/20	12:30	8.74
2/21/20	12:45	8.75
2/21/20	13:00	8.76
2/21/20	13:15	8.77
2/21/20	13:30	8.77
2/21/20	13:45	8.78
2/21/20	14:00	8.79
2/21/20	14:15	8.8
2/21/20	14:30	8.81
2/21/20	14:45	8.82
2/21/20	15:00	8.83
2/21/20	15:15	8.83
2/21/20	15:30	8.85
2/21/20	15:45	8.86
2/21/20	16:00	8.87
2/21/20	16:15	8.89
2/21/20	16:30	8.9
2/21/20	16:45	8.91
2/21/20	17:00	8.92
2/21/20	17:15	8.93
2/21/20	17:30	8.94
2/21/20	17:45	8.96
2/21/20	18:00	8.97
2/21/20	18:15	8.98
2/21/20	18:30	8.99
2/21/20	18:45	9
2/21/20	19:00	9.01
2/21/20	19:15	9.02
2/21/20	19:30	9.03
2/21/20	19:45	9.04
2/21/20	20:00	9.06
2/21/20	20:15	9.07
2/21/20	20:30	9.08
2/21/20	20:45	9.09
2/21/20	21:00	9.1
2/21/20	21:15	9.11
2/21/20	21:30	9.13
2/21/20	21:45	9.13
2/21/20	22:00	9.15
2/21/20	22:15	9.16
2/21/20	22:30	9.17
2/21/20	22:45	9.18
2/21/20	23:00	9.19
2/21/20	23:15	9.2
2/21/20	23:30	9.21
2/21/20	23:45	9.23
2/22/20	0:00	9.23
2/22/20	0:15	9.24
2/22/20	0:30	9.26
2/22/20	0:45	9.26
2/22/20	1:00	9.28
2/22/20	1:15	9.28
2/22/20	1:30	9.29
2/22/20	1:45	9.3
2/22/20	2:00	9.31
2/22/20	2:15	9.32
2/22/20	2:30	9.33
2/22/20	2:45	9.33
2/22/20	3:00	9.34
2/22/20	3:15	9.35
2/22/20	3:30	9.36
2/22/20	3:45	9.37
2/22/20	4:00	9.37
2/22/20	4:15	9.38
2/22/20	4:30	9.38
2/22/20	4:45	9.39
2/22/20	5:00	9.4
2/22/20	5:15	9.4
2/22/20	5:30	9.41
2/22/20	5:45	9.42
2/22/20	6:00	9.42
2/22/20	6:15	9.42
2/22/20	6:30	9.43
2/22/20	6:45	9.44
2/22/20	7:00	9.44
2/22/20	7:15	9.44
2/22/20	7:30	9.44
