Date	Time	CongHt
1/29/20	9:00	10.81
1/29/20	9:15	10.79
1/29/20	9:30	10.77
1/29/20	9:45	10.77
1/29/20	10:00	10.75
1/29/20	10:15	10.77
1/29/20	10:30	10.77
1/29/20	10:45	10.78
1/29/20	11:00	10.78
1/29/20	11:15	10.8
1/29/20	11:30	10.81
1/29/20	11:45	10.83
1/29/20	12:00	10.85
1/29/20	12:15	10.87
1/29/20	12:30	10.9
1/29/20	12:45	10.93
1/29/20	13:00	10.95
1/29/20	13:15	10.97
1/29/20	13:30	11.01
1/29/20	13:45	11.04
1/29/20	14:00	11.07
1/29/20	14:15	11.1
1/29/20	14:30	11.14
1/29/20	14:45	11.18
1/29/20	15:00	11.22
1/29/20	15:15	11.27
1/29/20	15:30	11.3
1/29/20	15:45	11.36
1/29/20	16:00	11.41
1/29/20	16:15	11.47
1/29/20	16:30	11.52
1/29/20	16:45	11.57
1/29/20	17:00	11.63
1/29/20	17:15	11.67
1/29/20	17:30	11.72
1/29/20	17:45	11.77
1/29/20	18:00	11.83
1/29/20	18:15	11.88
1/29/20	18:30	11.92
1/29/20	18:45	11.96
1/29/20	19:00	12.01
1/29/20	19:15	12.03
1/29/20	19:30	12.06
1/29/20	19:45	12.1
1/29/20	20:00	12.11
1/29/20	20:15	12.13
1/29/20	20:30	12.16
1/29/20	20:45	12.17
1/29/20	21:00	12.19
1/29/20	21:15	12.19
1/29/20	21:30	12.2
1/29/20	21:45	12.2
1/29/20	22:00	12.21
1/29/20	22:15	12.2
1/29/20	22:30	12.22
1/29/20	22:45	12.19
1/29/20	23:00	12.18
1/29/20	23:15	12.15
1/29/20	23:30	12.14
1/29/20	23:45	12.13
1/30/20	0:00	12.12
1/30/20	0:15	12.08
1/30/20	0:30	12.08
1/30/20	0:45	12.04
1/30/20	1:00	12.02
1/30/20	1:15	12
1/30/20	1:30	11.98
1/30/20	1:45	11.95
1/30/20	2:00	11.9
1/30/20	2:15	11.87
1/30/20	2:30	11.84
1/30/20	2:45	11.79
1/30/20	3:00	11.76
1/30/20	3:15	11.71
1/30/20	3:30	11.68
1/30/20	3:45	11.61
1/30/20	4:00	11.59
1/30/20	4:15	11.53
1/30/20	4:30	11.49
1/30/20	4:45	11.42
1/30/20	5:00	11.38
1/30/20	5:15	11.33
1/30/20	5:30	11.27
1/30/20	5:45	11.23
1/30/20	6:00	11.17
1/30/20	6:15	11.11
1/30/20	6:30	11.06
1/30/20	6:45	11
1/30/20	7:00	10.95
1/30/20	7:15	10.89
1/30/20	7:30	10.84
1/30/20	7:45	10.77
1/30/20	8:00	10.72
1/30/20	8:15	10.65
1/30/20	8:30	10.59
1/30/20	8:45	10.54
1/30/20	9:00	10.49
1/30/20	9:15	10.42
1/30/20	9:30	10.37
1/30/20	9:45	10.32
1/30/20	10:00	10.26
1/30/20	10:15	10.21
1/30/20	10:30	10.14
1/30/20	10:45	10.1
1/30/20	11:00	10.04
1/30/20	11:15	9.99
1/30/20	11:30	9.94
1/30/20	11:45	9.88
1/30/20	12:00	9.84
1/30/20	12:15	9.79
1/30/20	12:30	9.75
1/30/20	12:45	9.69
1/30/20	13:00	9.66
1/30/20	13:15	9.61
1/30/20	13:30	9.56
1/30/20	13:45	9.52
1/30/20	14:00	9.47
1/30/20	14:15	9.43
1/30/20	14:30	9.39
1/30/20	14:45	9.35
1/30/20	15:00	9.31
1/30/20	15:15	9.27
1/30/20	15:30	9.23
1/30/20	15:45	9.19
1/30/20	16:00	9.15
1/30/20	16:15	9.11
1/30/20	16:30	9.07
1/30/20	16:45	9.04
1/30/20	17:00	9
1/30/20	17:15	8.96
1/30/20	17:30	8.93
1/30/20	17:45	8.9
1/30/20	18:00	8.86
1/30/20	18:15	8.84
1/30/20	18:30	8.8
1/30/20	18:45	8.79
1/30/20	19:00	8.78
1/30/20	19:15	8.76
1/30/20	19:30	8.76
1/30/20	19:45	8.76
1/30/20	20:00	8.76
1/30/20	20:15	8.76
1/30/20	20:30	8.78
1/30/20	20:45	8.8
1/30/20	21:00	8.83
1/30/20	21:15	8.85
1/30/20	21:30	8.87
1/30/20	21:45	8.91
1/30/20	22:00	8.95
1/30/20	22:15	8.98
1/30/20	22:30	9.03
1/30/20	22:45	9.07
1/30/20	23:00	9.13
1/30/20	23:15	9.16
1/30/20	23:30	9.2
1/30/20	23:45	9.24
1/31/20	0:00	9.28
1/31/20	0:15	9.33
1/31/20	0:30	9.37
1/31/20	0:45	9.4
1/31/20	1:00	9.44
1/31/20	1:15	9.48
1/31/20	1:30	9.52
1/31/20	1:45	9.55
1/31/20	2:00	9.58
1/31/20	2:15	9.6
1/31/20	2:30	9.62
1/31/20	2:45	9.64
1/31/20	3:00	9.66
1/31/20	3:15	9.67
1/31/20	3:30	9.69
1/31/20	3:45	9.7
1/31/20	4:00	9.71
1/31/20	4:15	9.71
1/31/20	4:30	9.71
1/31/20	4:45	9.71
1/31/20	5:00	9.72
1/31/20	5:15	9.71
1/31/20	5:30	9.71
1/31/20	5:45	9.7
1/31/20	6:00	9.68
1/31/20	6:15	9.68
1/31/20	6:30	9.67
1/31/20	6:45	9.67
1/31/20	7:00	9.65
1/31/20	7:15	9.65
1/31/20	7:30	9.64
1/31/20	7:45	9.63
1/31/20	8:00	9.62
1/31/20	8:15	9.62
1/31/20	8:30	9.62
1/31/20	8:45	9.61
1/31/20	9:00	9.62
1/31/20	9:15	9.61
1/31/20	9:30	9.62
1/31/20	9:45	9.62
1/31/20	10:00	9.62
1/31/20	10:15	9.64
1/31/20	10:30	9.65
1/31/20	10:45	9.67
1/31/20	11:00	9.66
1/31/20	11:15	9.67
1/31/20	11:30	9.69
1/31/20	11:45	9.69
1/31/20	12:00	9.72
1/31/20	12:15	9.73
1/31/20	12:30	9.76
1/31/20	12:45	9.77
1/31/20	13:00	9.79
1/31/20	13:15	9.8
1/31/20	13:30	9.83
1/31/20	13:45	9.85
1/31/20	14:00	9.86
1/31/20	14:15	9.88
1/31/20	14:30	9.9
1/31/20	14:45	9.92
1/31/20	15:00	9.94
1/31/20	15:15	9.97
1/31/20	15:30	10
1/31/20	15:45	10.03
1/31/20	16:00	10.05
1/31/20	16:15	10.1
1/31/20	16:30	10.13
1/31/20	16:45	10.18
1/31/20	17:00	10.24
1/31/20	17:15	10.29
1/31/20	17:30	10.35
1/31/20	17:45	10.42
1/31/20	18:00	10.49
1/31/20	18:15	10.57
1/31/20	18:30	10.64
1/31/20	18:45	10.73
1/31/20	19:00	10.81
1/31/20	19:15	10.9
1/31/20	19:30	10.98
1/31/20	19:45	11.07
1/31/20	20:00	11.15
1/31/20	20:15	11.25
1/31/20	20:30	11.34
1/31/20	20:45	11.42
1/31/20	21:00	11.51
1/31/20	21:15	11.59
1/31/20	21:30	11.67
1/31/20	21:45	11.75
1/31/20	22:00	11.83
1/31/20	22:15	11.91
1/31/20	22:30	11.99
1/31/20	22:45	12.06
1/31/20	23:00	12.12
1/31/20	23:15	12.18
1/31/20	23:30	12.25
1/31/20	23:45	12.31
2/1/20	0:00	12.36
2/1/20	0:15	12.42
2/1/20	0:30	12.47
2/1/20	0:45	12.52
2/1/20	1:00	12.55
2/1/20	1:15	12.59
2/1/20	1:30	12.65
2/1/20	1:45	12.67
2/1/20	2:00	12.72
2/1/20	2:15	12.75
2/1/20	2:30	12.79
2/1/20	2:45	12.8
2/1/20	3:00	12.83
2/1/20	3:15	12.86
2/1/20	3:30	12.89
2/1/20	3:45	12.9
2/1/20	4:00	12.93
2/1/20	4:15	12.96
2/1/20	4:30	12.97
2/1/20	4:45	13
2/1/20	5:00	13.02
2/1/20	5:15	13.03
2/1/20	5:30	13.06
2/1/20	5:45	13.08
2/1/20	6:00	13.09
2/1/20	6:15	13.11
2/1/20	6:30	13.12
2/1/20	6:45	13.14
2/1/20	7:00	13.16
2/1/20	7:15	13.17
2/1/20	7:30	13.19
2/1/20	7:45	13.21
2/1/20	8:00	13.21
2/1/20	8:15	13.21
2/1/20	8:30	13.22
2/1/20	8:45	13.22
2/1/20	9:00	13.23
2/1/20	9:15	13.23
2/1/20	9:30	13.24
2/1/20	9:45	13.25
2/1/20	10:00	13.24
2/1/20	10:15	13.24
2/1/20	10:30	13.24
2/1/20	10:45	13.24
2/1/20	11:00	13.23
2/1/20	11:15	13.23
2/1/20	11:30	13.23
2/1/20	11:45	13.22
2/1/20	12:00	13.21
2/1/20	12:15	13.2
2/1/20	12:30	13.2
2/1/20	12:45	13.19
2/1/20	13:00	13.19
2/1/20	13:15	13.17
2/1/20	13:30	13.16
2/1/20	13:45	13.16
2/1/20	14:00	13.14
2/1/20	14:15	13.13
2/1/20	14:30	13.12
2/1/20	14:45	13.11
2/1/20	15:00	13.09
2/1/20	15:15	13.07
2/1/20	15:30	13.07
2/1/20	15:45	13.05
2/1/20	16:00	13.03
2/1/20	16:15	13
2/1/20	16:30	12.98
2/1/20	16:45	12.96
2/1/20	17:00	12.95
2/1/20	17:15	12.93
2/1/20	17:30	12.92
2/1/20	17:45	12.91
2/1/20	18:00	12.88
2/1/20	18:15	12.85
2/1/20	18:30	12.83
2/1/20	18:45	12.81
2/1/20	19:00	12.79
2/1/20	19:15	12.78
2/1/20	19:30	12.76
2/1/20	19:45	12.74
2/1/20	20:00	12.73
2/1/20	20:15	12.71
2/1/20	20:30	12.69
2/1/20	20:45	12.69
2/1/20	21:00	12.66
2/1/20	21:15	12.64
2/1/20	21:30	12.65
2/1/20	21:45	12.62
2/1/20	22:00	12.63
2/1/20	22:15	12.61
2/1/20	22:30	12.61
2/1/20	22:45	12.59
2/1/20	23:00	12.58
2/1/20	23:15	12.58
2/1/20	23:30	12.56
2/1/20	23:45	12.56
2/2/20	0:00	12.56
2/2/20	0:15	12.56
2/2/20	0:30	12.54
2/2/20	0:45	12.54
2/2/20	1:00	12.52
2/2/20	1:15	12.51
2/2/20	1:30	12.51
2/2/20	1:45	12.5
2/2/20	2:00	12.48
2/2/20	2:15	12.47
2/2/20	2:30	12.46
2/2/20	2:45	12.45
2/2/20	3:00	12.44
2/2/20	3:15	12.43
2/2/20	3:30	12.41
2/2/20	3:45	12.4
2/2/20	4:00	12.38
2/2/20	4:15	12.37
2/2/20	4:30	12.36
2/2/20	4:45	12.35
2/2/20	5:00	12.33
2/2/20	5:15	12.32
2/2/20	5:30	12.3
2/2/20	5:45	12.3
2/2/20	6:00	12.29
2/2/20	6:15	12.28
2/2/20	6:30	12.27
2/2/20	6:45	12.27
2/2/20	7:00	12.25
2/2/20	7:15	12.24
2/2/20	7:30	12.22
2/2/20	7:45	12.22
2/2/20	8:00	12.21
2/2/20	8:15	12.21
2/2/20	8:30	12.19
2/2/20	8:45	12.19
2/2/20	9:00	12.18
2/2/20	9:15	12.17
2/2/20	9:30	12.17
2/2/20	9:45	12.15
2/2/20	10:00	12.16
2/2/20	10:15	12.15
2/2/20	10:30	12.14
2/2/20	10:45	12.13
2/2/20	11:00	12.13
2/2/20	11:15	12.13
2/2/20	11:30	12.12
2/2/20	11:45	12.13
2/2/20	12:00	12.11
2/2/20	12:15	12.1
2/2/20	12:30	12.11
2/2/20	12:45	12.09
2/2/20	13:00	12.08
2/2/20	13:15	12.09
2/2/20	13:30	12.08
2/2/20	13:45	12.08
2/2/20	14:00	12.08
2/2/20	14:15	12.07
2/2/20	14:30	12.06
2/2/20	14:45	12.09
2/2/20	15:00	12.07
2/2/20	15:15	12.08
2/2/20	15:30	12.07
2/2/20	15:45	12.06
2/2/20	16:00	12.06
2/2/20	16:15	12.08
2/2/20	16:30	12.07
2/2/20	16:45	12.09
2/2/20	17:00	12.07
2/2/20	17:15	12.09
2/2/20	17:30	12.1
2/2/20	17:45	12.11
2/2/20	18:00	12.1
2/2/20	18:15	12.12
2/2/20	18:30	12.13
2/2/20	18:45	12.14
2/2/20	19:00	12.14
2/2/20	19:15	12.15
2/2/20	19:30	12.16
2/2/20	19:45	12.16
2/2/20	20:00	12.17
2/2/20	20:15	12.18
2/2/20	20:30	12.17
2/2/20	20:45	12.18
2/2/20	21:00	12.18
2/2/20	21:15	12.18
2/2/20	21:30	12.19
2/2/20	21:45	12.17
2/2/20	22:00	12.17
2/2/20	22:15	12.17
2/2/20	22:30	12.16
2/2/20	22:45	12.16
2/2/20	23:00	12.15
2/2/20	23:15	12.14
2/2/20	23:30	12.13
2/2/20	23:45	12.1
2/3/20	0:00	12.09
2/3/20	0:15	12.08
2/3/20	0:30	12.05
2/3/20	0:45	12.03
2/3/20	1:00	12
2/3/20	1:15	11.97
2/3/20	1:30	11.94
2/3/20	1:45	11.91
2/3/20	2:00	11.87
2/3/20	2:15	11.85
2/3/20	2:30	11.81
2/3/20	2:45	11.77
2/3/20	3:00	11.73
2/3/20	3:15	11.7
2/3/20	3:30	11.66
2/3/20	3:45	11.63
2/3/20	4:00	11.57
2/3/20	4:15	11.53
2/3/20	4:30	11.49
2/3/20	4:45	11.44
2/3/20	5:00	11.41
2/3/20	5:15	11.35
2/3/20	5:30	11.3
2/3/20	5:45	11.26
2/3/20	6:00	11.21
2/3/20	6:15	11.16
2/3/20	6:30	11.12
2/3/20	6:45	11.07
2/3/20	7:00	11.01
2/3/20	7:15	10.99
2/3/20	7:30	10.92
2/3/20	7:45	10.87
2/3/20	8:00	10.81
2/3/20	8:15	10.76
2/3/20	8:30	10.71
2/3/20	8:45	10.66
2/3/20	9:00	10.61
2/3/20	9:15	10.57
2/3/20	9:30	10.51
2/3/20	9:45	10.45
2/3/20	10:00	10.42
2/3/20	10:15	10.36
2/3/20	10:30	10.31
2/3/20	10:45	10.26
2/3/20	11:00	10.21
2/3/20	11:15	10.16
2/3/20	11:30	10.11
2/3/20	11:45	10.07
2/3/20	12:00	10.01
2/3/20	12:15	9.98
2/3/20	12:30	9.92
2/3/20	12:45	9.87
2/3/20	13:00	9.82
2/3/20	13:15	9.78
2/3/20	13:30	9.73
2/3/20	13:45	9.69
2/3/20	14:00	9.64
2/3/20	14:15	9.6
2/3/20	14:30	9.56
2/3/20	14:45	9.51
2/3/20	15:00	9.47
2/3/20	15:15	9.43
2/3/20	15:30	9.38
2/3/20	15:45	9.34
2/3/20	16:00	9.3
2/3/20	16:15	9.25
2/3/20	16:30	9.22
2/3/20	16:45	9.17
2/3/20	17:00	9.13
2/3/20	17:15	9.09
2/3/20	17:30	9.06
2/3/20	17:45	9.01
2/3/20	18:00	8.97
2/3/20	18:15	8.93
2/3/20	18:30	8.9
2/3/20	18:45	8.87
2/3/20	19:00	8.83
2/3/20	19:15	8.81
2/3/20	19:30	8.77
2/3/20	19:45	8.75
2/3/20	20:00	8.73
2/3/20	20:15	8.72
2/3/20	20:30	8.7
2/3/20	20:45	8.7
2/3/20	21:00	8.7
2/3/20	21:15	8.71
2/3/20	21:30	8.73
2/3/20	21:45	8.75
2/3/20	22:00	8.78
2/3/20	22:15	8.81
2/3/20	22:30	8.86
2/3/20	22:45	8.92
2/3/20	23:00	8.96
2/3/20	23:15	9.02
2/3/20	23:30	9.07
2/3/20	23:45	9.12
2/4/20	0:00	9.19
2/4/20	0:15	9.25
2/4/20	0:30	9.32
2/4/20	0:45	9.37
2/4/20	1:00	9.44
2/4/20	1:15	9.5
2/4/20	1:30	9.56
2/4/20	1:45	9.63
2/4/20	2:00	9.68
2/4/20	2:15	9.74
2/4/20	2:30	9.8
2/4/20	2:45	9.84
2/4/20	3:00	9.89
2/4/20	3:15	9.94
2/4/20	3:30	9.98
2/4/20	3:45	10.03
2/4/20	4:00	10.08
2/4/20	4:15	10.11
2/4/20	4:30	10.16
2/4/20	4:45	10.19
2/4/20	5:00	10.23
2/4/20	5:15	10.27
2/4/20	5:30	10.31
2/4/20	5:45	10.35
2/4/20	6:00	10.4
2/4/20	6:15	10.46
2/4/20	6:30	10.51
2/4/20	6:45	10.55
2/4/20	7:00	10.62
2/4/20	7:15	10.67
2/4/20	7:30	10.73
2/4/20	7:45	10.79
2/4/20	8:00	10.86
2/4/20	8:15	10.94
2/4/20	8:30	11.01
2/4/20	8:45	11.08
2/4/20	9:00	11.14
2/4/20	9:15	11.22
2/4/20	9:30	11.29
2/4/20	9:45	11.37
2/4/20	10:00	11.43
2/4/20	10:15	11.5
2/4/20	10:30	11.56
2/4/20	10:45	11.63
2/4/20	11:00	11.69
2/4/20	11:15	11.74
2/4/20	11:30	11.8
2/4/20	11:45	11.84
2/4/20	12:00	11.89
2/4/20	12:15	11.94
2/4/20	12:30	11.98
2/4/20	12:45	12.01
2/4/20	13:00	12.05
2/4/20	13:15	12.08
2/4/20	13:30	12.11
2/4/20	13:45	12.14
2/4/20	14:00	12.16
2/4/20	14:15	12.18
2/4/20	14:30	12.19
2/4/20	14:45	12.21
2/4/20	15:00	12.22
2/4/20	15:15	12.24
2/4/20	15:30	12.25
2/4/20	15:45	12.25
2/4/20	16:00	12.26
2/4/20	16:15	12.26
2/4/20	16:30	12.27
2/4/20	16:45	12.28
2/4/20	17:00	12.28
2/4/20	17:15	12.29
2/4/20	17:30	12.3
2/4/20	17:45	12.3
2/4/20	18:00	12.31
2/4/20	18:15	12.32
2/4/20	18:30	12.33
2/4/20	18:45	12.34
2/4/20	19:00	12.35
2/4/20	19:15	12.35
2/4/20	19:30	12.36
2/4/20	19:45	12.37
2/4/20	20:00	12.38
2/4/20	20:15	12.4
2/4/20	20:30	12.41
2/4/20	20:45	12.4
2/4/20	21:00	12.41
2/4/20	21:15	12.41
2/4/20	21:30	12.42
2/4/20	21:45	12.41
2/4/20	22:00	12.42
2/4/20	22:15	12.41
2/4/20	22:30	12.4
2/4/20	22:45	12.41
2/4/20	23:00	12.4
2/4/20	23:15	12.39
2/4/20	23:30	12.38
2/4/20	23:45	12.37
2/5/20	0:00	12.36
2/5/20	0:15	12.36
2/5/20	0:30	12.34
2/5/20	0:45	12.32
2/5/20	1:00	12.3
2/5/20	1:15	12.29
2/5/20	1:30	12.27
2/5/20	1:45	12.27
2/5/20	2:00	12.23
2/5/20	2:15	12.21
2/5/20	2:30	12.19
2/5/20	2:45	12.17
2/5/20	3:00	12.15
2/5/20	3:15	12.12
2/5/20	3:30	12.11
2/5/20	3:45	12.09
2/5/20	4:00	12.06
2/5/20	4:15	12.04
2/5/20	4:30	12.01
2/5/20	4:45	11.99
2/5/20	5:00	11.95
2/5/20	5:15	11.92
2/5/20	5:30	11.92
2/5/20	5:45	11.88
2/5/20	6:00	11.86
2/5/20	6:15	11.84
2/5/20	6:30	11.82
2/5/20	6:45	11.8
2/5/20	7:00	11.78
2/5/20	7:15	11.78
2/5/20	7:30	11.77
2/5/20	7:45	11.77
2/5/20	8:00	11.78
2/5/20	8:15	11.77
2/5/20	8:30	11.8
2/5/20	8:45	11.81
2/5/20	9:00	11.83
2/5/20	9:15	11.84
2/5/20	9:30	11.86
2/5/20	9:45	11.87
2/5/20	10:00	11.9
2/5/20	10:15	11.93
2/5/20	10:30	11.93
2/5/20	10:45	11.96
2/5/20	11:00	11.98
2/5/20	11:15	12.01
2/5/20	11:30	12.04
2/5/20	11:45	12.03
2/5/20	12:00	12.04
2/5/20	12:15	12.06
2/5/20	12:30	12.07
2/5/20	12:45	12.1
2/5/20	13:00	12.09
2/5/20	13:15	12.1
2/5/20	13:30	12.11
2/5/20	13:45	12.12
2/5/20	14:00	12.13
2/5/20	14:15	12.12
2/5/20	14:30	12.14
2/5/20	14:45	12.11
2/5/20	15:00	12.11
2/5/20	15:15	12.13
2/5/20	15:30	12.1
2/5/20	15:45	12.1
2/5/20	16:00	12.09
2/5/20	16:15	12.09
2/5/20	16:30	12.08
2/5/20	16:45	12.07
2/5/20	17:00	12.06
2/5/20	17:15	12.06
2/5/20	17:30	12.05
2/5/20	17:45	12.04
2/5/20	18:00	12.02
2/5/20	18:15	12.02
2/5/20	18:30	12.01
2/5/20	18:45	12
2/5/20	19:00	12.01
2/5/20	19:15	12
2/5/20	19:30	12
2/5/20	19:45	12
2/5/20	20:00	12
2/5/20	20:15	12
2/5/20	20:30	12.01
2/5/20	20:45	12.01
2/5/20	21:00	12.01
2/5/20	21:15	12.02
2/5/20	21:30	12.03
2/5/20	21:45	12.03
2/5/20	22:00	12.04
2/5/20	22:15	12.04
2/5/20	22:30	12.06
2/5/20	22:45	12.07
2/5/20	23:00	12.08
2/5/20	23:15	12.09
2/5/20	23:30	12.1
2/5/20	23:45	12.11
2/6/20	0:00	12.11
2/6/20	0:15	12.12
2/6/20	0:30	12.14
2/6/20	0:45	12.15
2/6/20	1:00	12.14
2/6/20	1:15	12.15
2/6/20	1:30	12.15
2/6/20	1:45	12.17
2/6/20	2:00	12.18
2/6/20	2:15	12.18
2/6/20	2:30	12.21
2/6/20	2:45	12.2
2/6/20	3:00	12.22
2/6/20	3:15	12.24
2/6/20	3:30	12.26
2/6/20	3:45	12.29
2/6/20	4:00	12.32
2/6/20	4:15	12.35
2/6/20	4:30	12.4
2/6/20	4:45	12.44
2/6/20	5:00	12.48
2/6/20	5:15	12.52
2/6/20	5:30	12.57
2/6/20	5:45	12.63
2/6/20	6:00	12.68
2/6/20	6:15	12.73
2/6/20	6:30	12.79
2/6/20	6:45	12.84
2/6/20	7:00	12.92
2/6/20	7:15	12.98
2/6/20	7:30	13.03
2/6/20	7:45	13.11
2/6/20	8:00	13.15
2/6/20	8:15	13.22
2/6/20	8:30	13.28
2/6/20	8:45	13.33
2/6/20	9:00	13.38
2/6/20	9:15	13.43
2/6/20	9:30	13.47
2/6/20	9:45	13.52
2/6/20	10:00	13.55
2/6/20	10:15	13.6
2/6/20	10:30	13.63
2/6/20	10:45	13.68
2/6/20	11:00	13.69
2/6/20	11:15	13.72
2/6/20	11:30	13.72
2/6/20	11:45	13.75
2/6/20	12:00	13.75
2/6/20	12:15	13.77
2/6/20	12:30	13.79
2/6/20	12:45	13.79
2/6/20	13:00	13.78
2/6/20	13:15	13.81
2/6/20	13:30	13.82
2/6/20	13:45	13.81
2/6/20	14:00	13.81
2/6/20	14:15	13.81
2/6/20	14:30	13.81
2/6/20	14:45	13.81
2/6/20	15:00	13.82
2/6/20	15:15	13.83
2/6/20	15:30	13.85
2/6/20	15:45	13.85
2/6/20	16:00	13.86
2/6/20	16:15	13.87
2/6/20	16:30	13.89
2/6/20	16:45	13.91
2/6/20	17:00	13.94
2/6/20	17:15	13.97
2/6/20	17:30	14.02
2/6/20	17:45	14.05
2/6/20	18:00	14.09
2/6/20	18:15	14.12
2/6/20	18:30	14.16
2/6/20	18:45	14.19
2/6/20	19:00	14.23
2/6/20	19:15	14.28
2/6/20	19:30	14.33
2/6/20	19:45	14.41
2/6/20	20:00	14.44
2/6/20	20:15	14.48
2/6/20	20:30	14.54
2/6/20	20:45	14.61
2/6/20	21:00	14.66
2/6/20	21:15	14.73
2/6/20	21:30	14.79
2/6/20	21:45	14.85
2/6/20	22:00	14.92
2/6/20	22:15	14.99
2/6/20	22:30	15.06
2/6/20	22:45	15.14
2/6/20	23:00	15.23
2/6/20	23:15	15.3
2/6/20	23:30	15.39
2/6/20	23:45	15.48
2/7/20	0:00	15.56
2/7/20	0:15	15.64
2/7/20	0:30	15.73
2/7/20	0:45	15.82
2/7/20	1:00	15.89
2/7/20	1:15	15.96
2/7/20	1:30	16.05
2/7/20	1:45	16.11
2/7/20	2:00	16.17
2/7/20	2:15	16.24
2/7/20	2:30	16.31
2/7/20	2:45	16.36
2/7/20	3:00	16.4
2/7/20	3:15	16.45
2/7/20	3:30	16.51
2/7/20	3:45	16.56
2/7/20	4:00	16.61
2/7/20	4:15	16.61
2/7/20	4:30	16.65
2/7/20	4:45	16.72
2/7/20	5:00	16.77
2/7/20	5:15	16.76
2/7/20	5:30	16.76
2/7/20	5:45	16.8
2/7/20	6:00	16.84
2/7/20	6:15	16.85
2/7/20	6:30	16.88
2/7/20	6:45	16.91
2/7/20	7:00	16.94
2/7/20	7:15	16.94
2/7/20	7:30	16.96
2/7/20	7:45	16.97
2/7/20	8:00	17
2/7/20	8:15	17.01
2/7/20	8:30	17
2/7/20	8:45	17.03
2/7/20	9:00	17.06
2/7/20	9:15	17.07
2/7/20	9:30	17.07
2/7/20	9:45	17.09
2/7/20	10:00	17.08
2/7/20	10:15	17.1
2/7/20	10:30	17.1
2/7/20	10:45	17.12
2/7/20	11:00	17.13
2/7/20	11:15	17.19
2/7/20	11:30	17.15
2/7/20	11:45	17.17
2/7/20	12:00	17.19
2/7/20	12:15	17.26
2/7/20	12:30	17.22
2/7/20	12:45	17.27
2/7/20	13:00	17.28
2/7/20	13:15	17.23
2/7/20	13:30	17.23
2/7/20	13:45	17.22
2/7/20	14:00	17.24
2/7/20	14:15	17.27
2/7/20	14:30	17.27
2/7/20	14:45	17.25
2/7/20	15:00	17.27
2/7/20	15:15	17.29
2/7/20	15:30	17.27
2/7/20	15:45	17.27
2/7/20	16:00	17.28
2/7/20	16:15	17.29
2/7/20	16:30	17.32
2/7/20	16:45	17.33
2/7/20	17:00	17.35
2/7/20	17:15	17.36
2/7/20	17:30	17.34
2/7/20	17:45	17.34
2/7/20	18:00	17.35
2/7/20	18:15	17.38
2/7/20	18:30	17.39
2/7/20	18:45	17.4
2/7/20	19:00	17.43
2/7/20	19:15	17.42
2/7/20	19:30	17.47
2/7/20	19:45	17.43
2/7/20	20:00	17.43
2/7/20	20:15	17.43
2/7/20	20:30	17.44
2/7/20	20:45	17.46
2/7/20	21:00	17.54
2/7/20	21:15	17.49
2/7/20	21:30	17.47
2/7/20	21:45	17.5
2/7/20	22:00	17.55
2/7/20	22:15	17.56
2/7/20	22:30	17.54
2/7/20	22:45	17.51
2/7/20	23:00	17.53
2/7/20	23:15	17.57
2/7/20	23:30	17.59
2/7/20	23:45	17.58
2/8/20	0:00	17.59
2/8/20	0:15	17.59
2/8/20	0:30	17.63
2/8/20	0:45	17.65
2/8/20	1:00	17.66
2/8/20	1:15	17.65
2/8/20	1:30	17.64
2/8/20	1:45	17.66
2/8/20	2:00	17.68
2/8/20	2:15	17.77
2/8/20	2:30	17.79
2/8/20	2:45	17.81
2/8/20	3:00	17.74
2/8/20	3:15	17.74
2/8/20	3:30	17.75
2/8/20	3:45	17.78
2/8/20	4:00	17.79
2/8/20	4:15	17.8
2/8/20	4:30	17.77
2/8/20	4:45	17.79
2/8/20	5:00	17.82
2/8/20	5:15	17.82
2/8/20	5:30	17.83
2/8/20	5:45	17.85
2/8/20	6:00	17.85
2/8/20	6:15	17.84
2/8/20	6:30	17.96
2/8/20	6:45	17.88
2/8/20	7:00	17.89
2/8/20	7:15	17.88
2/8/20	7:30	17.95
2/8/20	7:45	17.9
2/8/20	8:00	17.88
2/8/20	8:15	17.92
2/8/20	8:30	17.98
2/8/20	8:45	17.99
2/8/20	9:00	17.98
2/8/20	9:15	17.95
2/8/20	9:30	17.93
2/8/20	9:45	18.03
2/8/20	10:00	17.99
2/8/20	10:15	17.97
2/8/20	10:30	18.01
2/8/20	10:45	18.07
2/8/20	11:00	18.07
2/8/20	11:15	18.08
2/8/20	11:30	18.02
2/8/20	11:45	18.06
2/8/20	12:00	18.08
2/8/20	12:15	18.13
2/8/20	12:30	18.11
2/8/20	12:45	18.14
2/8/20	13:00	18.12
2/8/20	13:15	18.11
2/8/20	13:30	18.11
2/8/20	13:45	18.05
2/8/20	14:00	18.12
2/8/20	14:15	18.14
2/8/20	14:30	18.17
2/8/20	14:45	18.15
2/8/20	15:00	18.2
2/8/20	15:15	18.13
2/8/20	15:30	18.18
2/8/20	15:45	18.15
2/8/20	16:00	18.14
2/8/20	16:15	18.22
2/8/20	16:30	18.18
2/8/20	16:45	18.21
2/8/20	17:00	18.19
2/8/20	17:15	18.32
2/8/20	17:30	18.3
2/8/20	17:45	18.25
2/8/20	18:00	18.29
2/8/20	18:15	18.32
2/8/20	18:30	18.28
2/8/20	18:45	18.26
2/8/20	19:00	18.33
